,ssp,period,quantile,count,variable
1527,ssp585,2081-2091,3.79624837239586,448,CDH
1526,ssp585,2081-2091,4.26107177734377,472,CDH
1523,ssp585,2081-2091,4.77202504475914,532,CDH
1525,ssp585,2081-2091,5.33524475097659,475,CDH
1524,ssp585,2081-2091,5.96098480224612,532,CDH
1522,ssp585,2081-2091,6.67320149739586,555,CDH
1521,ssp585,2081-2091,7.51457366943362,625,CDH
1520,ssp585,2081-2091,8.55979309082034,643,CDH
1519,ssp585,2081-2091,10.1126876831055,1358,CDH
1539,ssp585,2081-2091,20.3302551269531,126,CDH
748,ssp585,2081-2091,0,51846,HDH
766,ssp585,2081-2091,2.64485676861881E-05,1207,HDH
751,ssp585,2081-2091,0.621908569335915,2311,HDH
749,ssp585,2081-2091,1.23366902669269,2358,HDH
750,ssp585,2081-2091,1.83515014648435,2336,HDH
752,ssp585,2081-2091,2.43077189127602,2251,HDH
755,ssp585,2081-2091,3.0313781738281,2185,HDH
754,ssp585,2081-2091,3.63480224609373,2192,HDH
753,ssp585,2081-2091,4.2382873535156,2248,HDH
756,ssp585,2081-2091,4.8474182128906,2094,HDH
757,ssp585,2081-2091,5.46485493977862,2014,HDH
758,ssp585,2081-2091,6.0920471191406,1969,HDH
759,ssp585,2081-2091,6.7457336425781,1843,HDH
760,ssp585,2081-2091,7.42415974934894,1740,HDH
761,ssp585,2081-2091,8.12185770670571,1682,HDH
763,ssp585,2081-2091,8.81697184244789,1463,HDH
764,ssp585,2081-2091,9.54146423339842,1452,HDH
762,ssp585,2081-2091,10.3686075846354,1504,HDH
765,ssp585,2081-2091,11.3660491943359,1280,HDH
767,ssp585,2081-2091,12.7873392740885,972,HDH
768,ssp585,2081-2091,14.9491383870442,701,HDH
769,ssp585,2081-2091,31.8296569824219,0,HDH
